age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
59,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,17,United-States,<=50K
36,Local-gov,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,39,United-States,>50K
24,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Male,22,United-States,<=50K
38,Private,Some-college,11,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
26,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,<=50K
62,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,38,United-States,<=50K
47,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Female,38,United-States,<=50K
22,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Female,36,United-States,<=50K
46,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
36,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,51,United-States,>50K
26,Local-gov,10th,6,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K
45,Local-gov,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,37,United-States,<=50K
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,37,Guatemala,<=50K
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,38,United-States,<=50K
24,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,36,United-States,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
28,Private,Assoc-voc,11,Divorced,Other-service,Own-child,White,Male,36,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
32,Private,Some-college,10,Divorced,Sales,Not-in-family,Other,Male,39,United-States,<=50K
51,Self-emp-inc,11th,7,Never-married,Sales,Other-relative,White,Male,37,England,<=50K
32,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,57,United-States,>50K
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
25,Local-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,39,United-States,<=50K
55,Private,11th,8,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
25,Self-emp-inc,Some-college,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,39,United-States,>50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,51,United-States,>50K
48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K
33,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,36,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
21,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,18,United-States,<=50K
38,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Female,38,United-States,<=50K
33,Private,10th,6,Never-married,Prof-specialty,Not-in-family,Other,Female,35,United-States,<=50K
60,Local-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,39,United-States,<=50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,29,United-States,<=50K
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,>50K
37,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,Black,Male,62,United-States,<=50K
66,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K
24,?,10th,6,Divorced,?,Not-in-family,White,Male,40,United-States,<=50K
35,Private,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,61,United-States,>50K
52,Private,Some-college,11,Never-married,Tech-support,Not-in-family,White,Male,39,United-States,<=50K
27,Private,11th,7,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,11,South,<=50K
43,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,50,Cuba,<=50K
20,State-gov,Assoc-voc,11,Never-married,Farming-fishing,Unmarried,White,Male,36,United-States,<=50K
18,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,43,United-States,>50K
29,Private,Some-college,11,Never-married,Exec-managerial,Not-in-family,Black,Female,20,United-States,<=50K
44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,34,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,61,United-States,>50K
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,36,United-States,>50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,37,United-States,<=50K
44,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,36,United-States,>50K
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,>50K
30,Private,Some-college,10,Widowed,Sales,Unmarried,White,Male,51,United-States,<=50K
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,38,United-States,<=50K
42,Private,Some-college,11,Never-married,Sales,Not-in-family,White,Female,51,United-States,<=50K
29,Self-emp-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K
19,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Female,2,United-States,<=50K
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,39,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,73,?,<=50K
32,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,86,Honduras,<=50K
34,Private,Some-college,11,Never-married,Transport-moving,Not-in-family,White,Male,29,United-States,<=50K
28,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,12,United-States,<=50K
34,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,>50K
21,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,9,United-States,>50K
54,Self-emp-inc,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,25,United-States,<=50K
29,?,Bachelors,13,Never-married,?,Own-child,White,Male,39,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,United-States,>50K
28,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,34,United-States,>50K
31,Private,HS-grad,9,Never-married,Tech-support,Other-relative,White,Female,36,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,Mexico,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,52,Philippines,>50K
32,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,39,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K
34,?,HS-grad,9,Never-married,?,Not-in-family,Black,Female,38,United-States,>50K
18,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,51,United-States,<=50K
42,Private,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,37,United-States,>50K
26,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,Black,Female,40,United-States,<=50K
43,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,31,Puerto-Rico,<=50K
23,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,<=50K
29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,37,United-States,>50K
38,Private,Some-college,10,Divorced,Exec-managerial,Own-child,Black,Female,19,United-States,<=50K
75,State-gov,9th,5,Widowed,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,64,United-States,>50K
32,?,Bachelors,13,Never-married,?,Other-relative,Amer-Indian-Eskimo,Male,31,Cambodia,<=50K
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,33,United-States,>50K
63,?,Some-college,10,Never-married,?,Other-relative,White,Male,36,United-States,<=50K
48,State-gov,Some-college,11,Separated,Prof-specialty,Unmarried,White,Male,31,United-States,<=50K
28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,43,United-States,<=50K
30,State-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K
31,Local-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,35,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,>50K
54,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,>50K
23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,42,United-States,<=50K
28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,<=50K
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,31,United-States,<=50K
52,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,43,United-States,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,Mexico,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,9,United-States,<=50K
45,Private,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,71,United-States,>50K
20,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,37,United-States,<=50K
28,?,11th,7,Separated,?,Not-in-family,White,Female,33,United-States,<=50K
50,Private,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,37,United-States,<=50K
60,Self-emp-not-inc,7th-8th,5,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
34,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,38,United-States,<=50K
56,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,36,United-States,<=50K
50,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Male,39,United-States,<=50K
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,55,United-States,>50K
38,Local-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,52,United-States,<=50K
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K
50,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,38,United-States,>50K
42,Private,11th,8,Never-married,Handlers-cleaners,Own-child,White,Female,9,United-States,<=50K
40,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,38,United-States,<=50K
45,Self-emp-inc,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,41,United-States,<=50K
40,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
58,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,<=50K
34,Private,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Male,38,United-States,<=50K
27,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,United-States,>50K
53,Self-emp-inc,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K
20,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,61,United-States,<=50K
26,Local-gov,Bachelors,14,Divorced,Protective-serv,Own-child,Other,Male,19,Puerto-Rico,<=50K
43,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,23,United-States,<=50K
41,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,62,Greece,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,34,United-States,>50K
31,Private,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36,United-States,<=50K
39,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,43,United-States,<=50K
22,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,11,?,<=50K
33,?,Some-college,10,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,20,United-States,<=50K
37,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,42,United-States,<=50K
36,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Wife,White,Male,36,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K
55,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,38,United-States,<=50K
51,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,>50K
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,36,Vietnam,<=50K
46,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,34,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,38,United-States,>50K
24,?,10th,6,Never-married,?,Own-child,Black,Female,33,United-States,<=50K
24,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,38,United-States,<=50K
23,Private,7th-8th,4,Never-married,Prof-specialty,Not-in-family,White,Male,29,United-States,<=50K
25,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,43,United-States,<=50K
32,Private,HS-grad,9,Separated,Sales,Own-child,White,Female,34,El-Salvador,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,Portugal,<=50K
32,Private,7th-8th,5,Divorced,Other-service,Unmarried,Black,Female,36,United-States,<=50K
39,Private,9th,5,Divorced,Transport-moving,Unmarried,White,Male,13,United-States,<=50K
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,?,<=50K
31,Private,Bachelors,14,Never-married,Other-service,Not-in-family,White,Male,37,United-States,<=50K
66,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Other,Male,48,Puerto-Rico,<=50K
32,Private,Masters,14,Separated,Sales,Not-in-family,White,Male,38,United-States,<=50K
23,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,36,United-States,<=50K
40,State-gov,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,29,United-States,<=50K
23,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,39,Germany,<=50K
23,Private,10th,6,Widowed,Adm-clerical,Own-child,Black,Female,38,United-States,<=50K
63,Private,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,60,United-States,<=50K
52,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,39,Mexico,<=50K
52,Federal-gov,Some-college,11,Married-civ-spouse,Protective-serv,Husband,White,Male,28,United-States,<=50K
28,State-gov,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,40,United-States,<=50K
37,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,40,El-Salvador,<=50K
27,Private,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,42,United-States,<=50K
33,Private,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
21,Private,Some-college,11,Never-married,Craft-repair,Not-in-family,White,Female,20,United-States,<=50K
50,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,54,United-States,<=50K
46,State-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,62,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,>50K
25,Self-emp-inc,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,36,United-States,<=50K
43,?,Some-college,11,Married-civ-spouse,?,Husband,White,Female,52,United-States,>50K
53,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,63,United-States,<=50K
34,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K
38,?,11th,8,Never-married,?,Own-child,White,Male,37,United-States,<=50K
31,Private,9th,5,Never-married,Other-service,Not-in-family,Black,Male,39,United-States,<=50K
88,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,62,United-States,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,40,United-States,<=50K
34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,36,United-States,<=50K
20,Federal-gov,11th,8,Divorced,Exec-managerial,Unmarried,White,Female,39,United-States,<=50K
30,Private,Bachelors,13,Separated,Other-service,Unmarried,Other,Male,51,United-States,<=50K
32,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,11,United-States,<=50K
45,Local-gov,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K
52,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,42,United-States,<=50K
35,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,36,United-States,<=50K
22,Private,Some-college,11,Married-spouse-absent,Other-service,Other-relative,White,Male,40,United-States,<=50K
53,Self-emp-not-inc,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,25,Dominican-Republic,<=50K
46,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,63,United-States,<=50K
21,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,37,United-States,<=50K
58,?,11th,7,Never-married,?,Own-child,White,Female,38,Mexico,<=50K
32,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,22,United-States,<=50K
36,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,48,United-States,>50K
50,Self-emp-not-inc,9th,5,Never-married,Sales,Own-child,White,Male,19,United-States,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Male,39,United-States,>50K
52,Private,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,61,United-States,>50K
23,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,20,China,<=50K
41,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States,>50K
41,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,United-States,<=50K
30,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,37,United-States,<=50K
24,?,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Female,53,United-States,<=50K
30,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,56,United-States,<=50K
27,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Female,39,Cuba,<=50K
23,Local-gov,Some-college,10,Never-married,Transport-moving,Own-child,Black,Female,7,United-States,<=50K
90,Private,9th,5,Never-married,Other-service,Own-child,White,Male,47,United-States,<=50K
56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,71,United-States,<=50K
18,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,50,United-States,<=50K
34,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,38,United-States,>50K
52,Private,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K
27,Private,10th,6,Separated,Protective-serv,Not-in-family,White,Male,72,United-States,<=50K
45,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Female,6,United-States,<=50K
42,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,17,United-States,<=50K
37,Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Female,36,United-States,>50K
41,Private,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,40,United-States,<=50K
24,Private,Bachelors,14,Divorced,Exec-managerial,Not-in-family,White,Female,54,United-States,>50K
47,Private,Bachelors,14,Never-married,Handlers-cleaners,Own-child,White,Male,38,?,<=50K
60,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,39,United-States,>50K
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,36,?,<=50K
46,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,35,United-States,>50K
30,Self-emp-inc,Some-college,10,Divorced,Transport-moving,Unmarried,White,Female,36,United-States,<=50K
64,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,72,United-States,<=50K
46,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,38,United-States,<=50K
63,Federal-gov,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,61,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,16,United-States,<=50K
25,Private,Some-college,11,Never-married,Handlers-cleaners,Own-child,White,Male,53,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,37,United-States,<=50K
22,Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,43,United-States,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,<=50K
27,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K
24,?,Some-college,11,Married-civ-spouse,?,Own-child,White,Male,17,United-States,<=50K
23,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K
42,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,22,United-States,<=50K
31,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,37,United-States,<=50K
39,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,36,Peru,<=50K
51,?,Masters,14,Never-married,?,Not-in-family,White,Male,39,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,>50K
23,Federal-gov,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,24,United-States,<=50K
41,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,39,United-States,<=50K
30,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,36,United-States,<=50K
50,Federal-gov,Masters,14,Married-civ-spouse,Transport-moving,Husband,Black,Female,37,United-States,>50K
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,37,?,<=50K
25,Private,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,38,United-States,<=50K
33,Private,Bachelors,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,57,United-States,>50K
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,Mexico,>50K
52,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,36,Mexico,<=50K
25,Private,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
31,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,37,United-States,<=50K
26,Private,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K
20,Local-gov,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,94,United-States,>50K
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,37,Taiwan,>50K
24,Self-emp-not-inc,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,72,Iran,<=50K
48,Federal-gov,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,63,United-States,>50K
33,Local-gov,Bachelors,14,Divorced,Craft-repair,Unmarried,White,Female,37,United-States,<=50K
19,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,20,United-States,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,35,United-States,>50K
31,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Wife,White,Male,54,United-States,>50K
19,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,43,United-States,<=50K
34,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,38,United-States,<=50K
56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States,>50K
33,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,36,United-States,<=50K
77,Private,Some-college,11,Never-married,Adm-clerical,Not-in-family,Black,Female,35,United-States,<=50K
47,Private,10th,6,Never-married,Other-service,Not-in-family,Black,Male,37,Nicaragua,<=50K
26,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,34,United-States,<=50K
47,?,Some-college,10,Never-married,?,Own-child,Black,Female,18,United-States,<=50K
62,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,23,United-States,>50K
38,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,45,United-States,>50K
30,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,42,United-States,<=50K
20,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,53,United-States,>50K
25,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,56,United-States,<=50K
32,Private,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,37,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,36,United-States,>50K
55,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,63,United-States,>50K
41,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,44,United-States,<=50K
68,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,61,United-States,<=50K
21,Private,Bachelors,14,Married-civ-spouse,Other-service,Husband,Black,Male,37,England,>50K
39,Private,11th,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,54,United-States,>50K
25,Private,7th-8th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,27,United-States,<=50K
64,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,38,United-States,<=50K
40,Private,Some-college,11,Divorced,Exec-managerial,Unmarried,White,Female,33,United-States,<=50K
72,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,77,France,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,52,United-States,<=50K
32,State-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,United-States,>50K
22,State-gov,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K
63,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,>50K
